repo_name,action,issue_number,title,url,state,labels,created_at
wearypossum4770/dark-coding-challenges,opened,1172,Maximum 69 Number,https://github.com/wearypossum4770/dark-coding-challenges/issues/1172,open,"[{""id"":8022713872,""node_id"":""LA_kwDONp7z0M8AAAAB3jDmEA"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/challenge"",""name"":""challenge"",""color"":""d4c5f9"",""default"":false,""description"":""""},{""id"":8022714187,""node_id"":""LA_kwDONp7z0M8AAAAB3jDnSw"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/easy"",""name"":""easy"",""color"":""0EE9C8"",""default"":false,""description"":""""}]",2025-01-23 23:19:38.000000 UTC
wearypossum4770/dark-coding-challenges,opened,1171,Ads Performance,https://github.com/wearypossum4770/dark-coding-challenges/issues/1171,open,"[{""id"":8022713872,""node_id"":""LA_kwDONp7z0M8AAAAB3jDmEA"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/challenge"",""name"":""challenge"",""color"":""d4c5f9"",""default"":false,""description"":""""},{""id"":8022714187,""node_id"":""LA_kwDONp7z0M8AAAAB3jDnSw"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/easy"",""name"":""easy"",""color"":""0EE9C8"",""default"":false,""description"":""""}]",2025-01-23 23:19:34.000000 UTC
wearypossum4770/dark-coding-challenges,opened,1166,Convert Integer to the Sum of Two No-Zero Integers,https://github.com/wearypossum4770/dark-coding-challenges/issues/1166,open,"[{""id"":8022713872,""node_id"":""LA_kwDONp7z0M8AAAAB3jDmEA"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/challenge"",""name"":""challenge"",""color"":""d4c5f9"",""default"":false,""description"":""""},{""id"":8022714187,""node_id"":""LA_kwDONp7z0M8AAAAB3jDnSw"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/easy"",""name"":""easy"",""color"":""0EE9C8"",""default"":false,""description"":""""}]",2025-01-23 23:19:19.000000 UTC
wearypossum4770/dark-coding-challenges,opened,1162,Decompress Run-Length Encoded List,https://github.com/wearypossum4770/dark-coding-challenges/issues/1162,open,"[{""id"":8022713872,""node_id"":""LA_kwDONp7z0M8AAAAB3jDmEA"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/challenge"",""name"":""challenge"",""color"":""d4c5f9"",""default"":false,""description"":""""},{""id"":8022714187,""node_id"":""LA_kwDONp7z0M8AAAAB3jDnSw"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/easy"",""name"":""easy"",""color"":""0EE9C8"",""default"":false,""description"":""""}]",2025-01-23 23:19:08.000000 UTC
wearypossum4770/dark-coding-challenges,opened,1158,Decrypt String from Alphabet to Integer Mapping,https://github.com/wearypossum4770/dark-coding-challenges/issues/1158,open,"[{""id"":8022713872,""node_id"":""LA_kwDONp7z0M8AAAAB3jDmEA"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/challenge"",""name"":""challenge"",""color"":""d4c5f9"",""default"":false,""description"":""""},{""id"":8022714187,""node_id"":""LA_kwDONp7z0M8AAAAB3jDnSw"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/easy"",""name"":""easy"",""color"":""0EE9C8"",""default"":false,""description"":""""}]",2025-01-23 23:18:55.000000 UTC
wearypossum4770/dark-coding-challenges,opened,1152,Find the Team Size,https://github.com/wearypossum4770/dark-coding-challenges/issues/1152,open,"[{""id"":8022713872,""node_id"":""LA_kwDONp7z0M8AAAAB3jDmEA"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/challenge"",""name"":""challenge"",""color"":""d4c5f9"",""default"":false,""description"":""""},{""id"":8022714187,""node_id"":""LA_kwDONp7z0M8AAAAB3jDnSw"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/easy"",""name"":""easy"",""color"":""0EE9C8"",""default"":false,""description"":""""}]",2025-01-23 23:17:37.000000 UTC
wearypossum4770/dark-coding-challenges,opened,1148,Replace Elements with Greatest Element on Right Side,https://github.com/wearypossum4770/dark-coding-challenges/issues/1148,open,"[{""id"":8022713872,""node_id"":""LA_kwDONp7z0M8AAAAB3jDmEA"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/challenge"",""name"":""challenge"",""color"":""d4c5f9"",""default"":false,""description"":""""},{""id"":8022714187,""node_id"":""LA_kwDONp7z0M8AAAAB3jDnSw"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/easy"",""name"":""easy"",""color"":""0EE9C8"",""default"":false,""description"":""""}]",2025-01-23 23:17:25.000000 UTC
wearypossum4770/dark-coding-challenges,opened,1144,Find Numbers with Even Number of Digits,https://github.com/wearypossum4770/dark-coding-challenges/issues/1144,open,"[{""id"":8022713872,""node_id"":""LA_kwDONp7z0M8AAAAB3jDmEA"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/challenge"",""name"":""challenge"",""color"":""d4c5f9"",""default"":false,""description"":""""},{""id"":8022714187,""node_id"":""LA_kwDONp7z0M8AAAAB3jDnSw"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/easy"",""name"":""easy"",""color"":""0EE9C8"",""default"":false,""description"":""""}]",2025-01-23 23:17:13.000000 UTC
wearypossum4770/dark-coding-challenges,opened,1143,Weather Type in Each Country,https://github.com/wearypossum4770/dark-coding-challenges/issues/1143,open,"[{""id"":8022713872,""node_id"":""LA_kwDONp7z0M8AAAAB3jDmEA"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/challenge"",""name"":""challenge"",""color"":""d4c5f9"",""default"":false,""description"":""""},{""id"":8022714187,""node_id"":""LA_kwDONp7z0M8AAAAB3jDnSw"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/easy"",""name"":""easy"",""color"":""0EE9C8"",""default"":false,""description"":""""}]",2025-01-23 23:17:10.000000 UTC
wearypossum4770/dark-coding-challenges,opened,1139,Convert Binary Number in a Linked List to Integer,https://github.com/wearypossum4770/dark-coding-challenges/issues/1139,open,"[{""id"":8022713872,""node_id"":""LA_kwDONp7z0M8AAAAB3jDmEA"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/challenge"",""name"":""challenge"",""color"":""d4c5f9"",""default"":false,""description"":""""},{""id"":8022714187,""node_id"":""LA_kwDONp7z0M8AAAAB3jDnSw"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/easy"",""name"":""easy"",""color"":""0EE9C8"",""default"":false,""description"":""""}]",2025-01-23 23:16:58.000000 UTC
wearypossum4770/dark-coding-challenges,opened,1136,Element Appearing More Than 25% In Sorted Array,https://github.com/wearypossum4770/dark-coding-challenges/issues/1136,open,"[{""id"":8022713872,""node_id"":""LA_kwDONp7z0M8AAAAB3jDmEA"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/challenge"",""name"":""challenge"",""color"":""d4c5f9"",""default"":false,""description"":""""},{""id"":8022714187,""node_id"":""LA_kwDONp7z0M8AAAAB3jDnSw"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/easy"",""name"":""easy"",""color"":""0EE9C8"",""default"":false,""description"":""""}]",2025-01-23 23:16:49.000000 UTC
microsoft/ga4gh-tes,opened,823,Debug aid,https://github.com/microsoft/ga4gh-tes/issues/823,open,"[{""id"":4699622629,""node_id"":""LA_kwDOIRR9Zc8AAAABGB6M5Q"",""url"":""https://api.github.com/repos/microsoft/ga4gh-tes/labels/enhancement"",""name"":""enhancement"",""color"":""a2eeef"",""default"":true,""description"":""New feature or request""},{""id"":5671292132,""node_id"":""LA_kwDOIRR9Zc8AAAABUgkM5A"",""url"":""https://api.github.com/repos/microsoft/ga4gh-tes/labels/TES%20Priority:%20P1"",""name"":""TES Priority: P1"",""color"":""9E6715"",""default"":false,""description"":""Groomed to a Priority 1 issue""},{""id"":6048816995,""node_id"":""LA_kwDOIRR9Zc8AAAABaImfYw"",""url"":""https://api.github.com/repos/microsoft/ga4gh-tes/labels/Robustness"",""name"":""Robustness"",""color"":""C951BC"",""default"":false,""description"":""Enable users can run tasks w/o bugs or with mitigation of known bugs""},{""id"":6048821617,""node_id"":""LA_kwDOIRR9Zc8AAAABaImxcQ"",""url"":""https://api.github.com/repos/microsoft/ga4gh-tes/labels/Troubleshooting"",""name"":""Troubleshooting"",""color"":""87D3BD"",""default"":false,""description"":""Enable users to identify and debug errors""},{""id"":6121076580,""node_id"":""LA_kwDOIRR9Zc8AAAABbNg3ZA"",""url"":""https://api.github.com/repos/microsoft/ga4gh-tes/labels/Deployability"",""name"":""Deployability"",""color"":""fef2c0"",""default"":false,""description"":""Enable TES is easy to deploy for end users""}]",2025-01-23 23:15:54.000000 UTC
wearypossum4770/dark-coding-challenges,opened,1130,Subtract the Product and Sum of Digits of an Integer,https://github.com/wearypossum4770/dark-coding-challenges/issues/1130,open,"[{""id"":8022713872,""node_id"":""LA_kwDONp7z0M8AAAAB3jDmEA"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/challenge"",""name"":""challenge"",""color"":""d4c5f9"",""default"":false,""description"":""""},{""id"":8022714187,""node_id"":""LA_kwDONp7z0M8AAAAB3jDnSw"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/easy"",""name"":""easy"",""color"":""0EE9C8"",""default"":false,""description"":""""}]",2025-01-23 23:15:30.000000 UTC
wearypossum4770/dark-coding-challenges,opened,1129,Students and Examinations,https://github.com/wearypossum4770/dark-coding-challenges/issues/1129,open,"[{""id"":8022713872,""node_id"":""LA_kwDONp7z0M8AAAAB3jDmEA"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/challenge"",""name"":""challenge"",""color"":""d4c5f9"",""default"":false,""description"":""""},{""id"":8022714187,""node_id"":""LA_kwDONp7z0M8AAAAB3jDnSw"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/easy"",""name"":""easy"",""color"":""0EE9C8"",""default"":false,""description"":""""}]",2025-01-23 23:15:26.000000 UTC
wearypossum4770/dark-coding-challenges,opened,1128,Traffic Light Controlled Intersection,https://github.com/wearypossum4770/dark-coding-challenges/issues/1128,open,"[{""id"":8022713872,""node_id"":""LA_kwDONp7z0M8AAAAB3jDmEA"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/challenge"",""name"":""challenge"",""color"":""d4c5f9"",""default"":false,""description"":""""},{""id"":8022714187,""node_id"":""LA_kwDONp7z0M8AAAAB3jDnSw"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/easy"",""name"":""easy"",""color"":""0EE9C8"",""default"":false,""description"":""""}]",2025-01-23 23:15:24.000000 UTC
wearypossum4770/dark-coding-challenges,opened,1124,Find Winner on a Tic Tac Toe Game,https://github.com/wearypossum4770/dark-coding-challenges/issues/1124,open,"[{""id"":8022713872,""node_id"":""LA_kwDONp7z0M8AAAAB3jDmEA"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/challenge"",""name"":""challenge"",""color"":""d4c5f9"",""default"":false,""description"":""""},{""id"":8022714187,""node_id"":""LA_kwDONp7z0M8AAAAB3jDnSw"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/easy"",""name"":""easy"",""color"":""0EE9C8"",""default"":false,""description"":""""}]",2025-01-23 23:15:11.000000 UTC
wearypossum4770/dark-coding-challenges,opened,1120,Hexspeak,https://github.com/wearypossum4770/dark-coding-challenges/issues/1120,open,"[{""id"":8022713872,""node_id"":""LA_kwDONp7z0M8AAAAB3jDmEA"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/challenge"",""name"":""challenge"",""color"":""d4c5f9"",""default"":false,""description"":""""},{""id"":8022714187,""node_id"":""LA_kwDONp7z0M8AAAAB3jDnSw"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/easy"",""name"":""easy"",""color"":""0EE9C8"",""default"":false,""description"":""""}]",2025-01-23 23:14:59.000000 UTC
wearypossum4770/dark-coding-challenges,opened,1115,Minimum Time Visiting All Points,https://github.com/wearypossum4770/dark-coding-challenges/issues/1115,open,"[{""id"":8022713872,""node_id"":""LA_kwDONp7z0M8AAAAB3jDmEA"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/challenge"",""name"":""challenge"",""color"":""d4c5f9"",""default"":false,""description"":""""},{""id"":8022714187,""node_id"":""LA_kwDONp7z0M8AAAAB3jDnSw"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/easy"",""name"":""easy"",""color"":""0EE9C8"",""default"":false,""description"":""""}]",2025-01-23 23:13:43.000000 UTC
aregtech/areg-sdk-tools,opened,137,Change data type name,https://github.com/aregtech/areg-sdk-tools/issues/137,open,"[{""id"":4845658227,""node_id"":""LA_kwDOIgrxEs8AAAABINLgcw"",""url"":""https://api.github.com/repos/aregtech/areg-sdk-tools/labels/bug"",""name"":""bug"",""color"":""d73a4a"",""default"":true,""description"":""Something isn't working""},{""id"":4845658235,""node_id"":""LA_kwDOIgrxEs8AAAABINLgew"",""url"":""https://api.github.com/repos/aregtech/areg-sdk-tools/labels/help%20wanted"",""name"":""help wanted"",""color"":""008672"",""default"":true,""description"":""Extra attention is needed""},{""id"":4845658237,""node_id"":""LA_kwDOIgrxEs8AAAABINLgfQ"",""url"":""https://api.github.com/repos/aregtech/areg-sdk-tools/labels/good%20first%20issue"",""name"":""good first issue"",""color"":""7057ff"",""default"":true,""description"":""Good for newcomers""}]",2025-01-23 23:13:37.000000 UTC
wearypossum4770/dark-coding-challenges,opened,1109,Shift 2D Grid,https://github.com/wearypossum4770/dark-coding-challenges/issues/1109,open,"[{""id"":8022713872,""node_id"":""LA_kwDONp7z0M8AAAAB3jDmEA"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/challenge"",""name"":""challenge"",""color"":""d4c5f9"",""default"":false,""description"":""""},{""id"":8022714187,""node_id"":""LA_kwDONp7z0M8AAAAB3jDnSw"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/easy"",""name"":""easy"",""color"":""0EE9C8"",""default"":false,""description"":""""}]",2025-01-23 23:13:25.000000 UTC
wearypossum4770/dark-coding-challenges,opened,1101,Cells with Odd Values in a Matrix,https://github.com/wearypossum4770/dark-coding-challenges/issues/1101,open,"[{""id"":8022713872,""node_id"":""LA_kwDONp7z0M8AAAAB3jDmEA"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/challenge"",""name"":""challenge"",""color"":""d4c5f9"",""default"":false,""description"":""""},{""id"":8022714187,""node_id"":""LA_kwDONp7z0M8AAAAB3jDnSw"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/easy"",""name"":""easy"",""color"":""0EE9C8"",""default"":false,""description"":""""}]",2025-01-23 23:13:01.000000 UTC
wearypossum4770/dark-coding-challenges,opened,1100,Average Selling Price,https://github.com/wearypossum4770/dark-coding-challenges/issues/1100,open,"[{""id"":8022713872,""node_id"":""LA_kwDONp7z0M8AAAAB3jDmEA"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/challenge"",""name"":""challenge"",""color"":""d4c5f9"",""default"":false,""description"":""""},{""id"":8022714187,""node_id"":""LA_kwDONp7z0M8AAAAB3jDnSw"",""url"":""https://api.github.com/repos/wearypossum4770/dark-coding-challenges/labels/easy"",""name"":""easy"",""color"":""0EE9C8"",""default"":false,""description"":""""}]",2025-01-23 23:12:58.000000 UTC
contrastellar/raid-callouts,opened,12,Display an error message when callout is submitted for a date in the past,https://github.com/contrastellar/raid-callouts/issues/12,open,"[{""id"":6888961737,""node_id"":""LA_kwDOL1Ft3s8AAAABmp02yQ"",""url"":""https://api.github.com/repos/contrastellar/raid-callouts/labels/enhancement"",""name"":""enhancement"",""color"":""a2eeef"",""default"":true,""description"":""New feature or request""},{""id"":6888961741,""node_id"":""LA_kwDOL1Ft3s8AAAABmp02zQ"",""url"":""https://api.github.com/repos/contrastellar/raid-callouts/labels/good%20first%20issue"",""name"":""good first issue"",""color"":""7057ff"",""default"":true,""description"":""Good for newcomers""}]",2025-01-23 23:09:53.000000 UTC
easydiffusion/easydiffusion,opened,1890,"Easy Diffusion Error Problem, does not working anymore",https://github.com/easydiffusion/easydiffusion/issues/1890,open,"[{""id"":4456603066,""node_id"":""LA_kwDOH3r2HM8AAAABCaJdug"",""url"":""https://api.github.com/repos/easydiffusion/easydiffusion/labels/bug"",""name"":""bug"",""color"":""d73a4a"",""default"":true,""description"":""Something isn't working""}]",2025-01-23 23:01:40.000000 UTC
easydiffusion/easydiffusion,opened,1889,"Easy Diffusion Error Problem, does not working anymore",https://github.com/easydiffusion/easydiffusion/issues/1889,open,"[{""id"":4456603066,""node_id"":""LA_kwDOH3r2HM8AAAABCaJdug"",""url"":""https://api.github.com/repos/easydiffusion/easydiffusion/labels/bug"",""name"":""bug"",""color"":""d73a4a"",""default"":true,""description"":""Something isn't working""}]",2025-01-23 23:01:29.000000 UTC
IldySilva/SnapInk,opened,35,Add Optional watermark,https://github.com/IldySilva/SnapInk/issues/35,open,"[{""id"":7501447200,""node_id"":""LA_kwDOM1iKCM8AAAABvx8AIA"",""url"":""https://api.github.com/repos/IldySilva/SnapInk/labels/enhancement"",""name"":""enhancement"",""color"":""a2eeef"",""default"":true,""description"":""New feature or request""},{""id"":7501447202,""node_id"":""LA_kwDOM1iKCM8AAAABvx8AIg"",""url"":""https://api.github.com/repos/IldySilva/SnapInk/labels/good%20first%20issue"",""name"":""good first issue"",""color"":""7057ff"",""default"":true,""description"":""Good for newcomers""}]",2025-01-23 22:57:56.000000 UTC
BDadmehr0/Docs-Python-3,opened,7,README.md Content tabel link to Docs fix,https://github.com/BDadmehr0/Docs-Python-3/issues/7,open,"[{""id"":7591634656,""node_id"":""LA_kwDOM-_BOc8AAAABxH8m4A"",""url"":""https://api.github.com/repos/BDadmehr0/Docs-Python-3/labels/documentation"",""name"":""documentation"",""color"":""0075ca"",""default"":true,""description"":""Improvements or additions to documentation""},{""id"":7591634662,""node_id"":""LA_kwDOM-_BOc8AAAABxH8m5g"",""url"":""https://api.github.com/repos/BDadmehr0/Docs-Python-3/labels/enhancement"",""name"":""enhancement"",""color"":""a2eeef"",""default"":true,""description"":""New feature or request""},{""id"":7591634669,""node_id"":""LA_kwDOM-_BOc8AAAABxH8m7Q"",""url"":""https://api.github.com/repos/BDadmehr0/Docs-Python-3/labels/good%20first%20issue"",""name"":""good first issue"",""color"":""7057ff"",""default"":true,""description"":""Good for newcomers""}]",2025-01-23 22:57:29.000000 UTC
BDadmehr0/Docs-Python-3,opened,6,translate python doc to persian,https://github.com/BDadmehr0/Docs-Python-3/issues/6,open,"[{""id"":7591634656,""node_id"":""LA_kwDOM-_BOc8AAAABxH8m4A"",""url"":""https://api.github.com/repos/BDadmehr0/Docs-Python-3/labels/documentation"",""name"":""documentation"",""color"":""0075ca"",""default"":true,""description"":""Improvements or additions to documentation""},{""id"":7591634662,""node_id"":""LA_kwDOM-_BOc8AAAABxH8m5g"",""url"":""https://api.github.com/repos/BDadmehr0/Docs-Python-3/labels/enhancement"",""name"":""enhancement"",""color"":""a2eeef"",""default"":true,""description"":""New feature or request""},{""id"":7591634669,""node_id"":""LA_kwDOM-_BOc8AAAABxH8m7Q"",""url"":""https://api.github.com/repos/BDadmehr0/Docs-Python-3/labels/good%20first%20issue"",""name"":""good first issue"",""color"":""7057ff"",""default"":true,""description"":""Good for newcomers""}]",2025-01-23 22:55:20.000000 UTC
ShadowMario/FNF-PsychEngine,opened,16190,I keep getting these erros on my haxe script,https://github.com/ShadowMario/FNF-PsychEngine/issues/16190,open,"[{""id"":3149894275,""node_id"":""MDU6TGFiZWwzMTQ5ODk0Mjc1"",""url"":""https://api.github.com/repos/ShadowMario/FNF-PsychEngine/labels/help%20wanted"",""name"":""help wanted"",""color"":""008672"",""default"":true,""description"":""Extra attention is needed""}]",2025-01-23 22:54:50.000000 UTC
TETvega/ClassNotes-BE,opened,8,Crear datos JSON del seeder de prueba,https://github.com/TETvega/ClassNotes-BE/issues/8,open,"[{""id"":8041918446,""node_id"":""LA_kwDONuM1Qs8AAAAB31Xv7g"",""url"":""https://api.github.com/repos/TETvega/ClassNotes-BE/labels/enhancement"",""name"":""enhancement"",""color"":""a2eeef"",""default"":true,""description"":""Nueva característica o solicitud.""},{""id"":8041918450,""node_id"":""LA_kwDONuM1Qs8AAAAB31Xv8g"",""url"":""https://api.github.com/repos/TETvega/ClassNotes-BE/labels/help%20wanted"",""name"":""help wanted"",""color"":""008672"",""default"":true,""description"":""Se necesita atención adicional.""}]",2025-01-23 22:45:44.000000 UTC
